tables,rows,score
1,10000,0.0013409200124442576
1,100000,0.0013322999700903892
1,1000000,0.0014352199621498584
2,10000,0.0013172399718314408
2,100000,0.0015796600375324488
2,1000000,0.0017190800979733467
3,10000,0.00184562006033957
3,100000,0.0021918599493801596
3,1000000,0.0018460800405591727
