tables,rows,score
1,10000,0.002132859965786338
1,100000,0.0018811799585819245
1,1000000,0.002094759978353977
2,10000,0.004069580091163516
2,100000,0.004100559931248427
2,1000000,0.0049517600331455466
3,10000,0.006603840040042996
3,100000,0.006870919931679964
3,1000000,0.007551419967785478
