rows,dolt,mysql
100,0.001121930032968521,0.033082010014913975
142942,0.0012432399904355406,0.6178962900303304
285785,0.0011588699882850051,1.3691399900475516
428628,0.001217209966853261,3.1240866699954495
571471,0.0012559199472889303,3.4551236500265077
714314,0.0011874299729242922,4.245892819995061
857157,0.0012404000153765082,5.746488379989751
1000000,0.0012661399552598596,6.438027710001916
