rows,score_import,score_replication
100,0.0055435399757698175,0.026507859979756177
142942,0.8148913000011817,1.0678517599822954
285785,1.6718032900243998,2.1599997400538995
428628,2.589277060003951,3.3123913800111042
571471,3.742799000022933,4.892832910013385
714314,4.557029519998468,5.7927313999971375
857157,5.132729830010794,7.00742365999613
1000000,5.839389639976434,7.3304419399937615
