rows,score_import,score_replication
100,7.502966349991039,13.281653320020997
142942,14.150228879973293,23.234378640004433
285785,19.01745656998828,28.619570780033246
428628,24.735518530057742,37.03256566005293
571471,26.084323849948124,41.52688686996699
714314,27.283088709972798,41.416935260035096
857157,33.15446533996146,49.293014979944566
1000000,44.55468013999052,59.553764109965414
